"**«Кто-нибудь еще сомневается, что Криштиану был прав насчет тен Хага?».** **Новый твит Пирса Моргана после фиаско «МЮ»

**Не подбирал выражений в сторону голландца 🔥🗣
"**В Гарварде раздали Шнобелевскую премию** — её [вручают](https://www.theguardian.com/science/2023/sep/14/reanimated-spiders-and-smart-toilets-triumph-at-ig-nobel-prizes) за нестандартные научные исследования. Готовьтесь кричать, за что учёные получили награды в этом году: 

— Исследователи пересчитали **волоски в ноздрях** у человеческих трупов и выяснили, что среднее количество волос в носу у мужчин — 130, а у женщин — 65.

— Многие ученые любят **облизывать камни,** потому что это помогает лучше видеть детали фоссилий и минералов. 

— Мертвых пауков можно использовать как механические **орудия захвата,** чтобы экономить на деталях. 

— Лягушку заставили **левитировать:** её поместили в катушку с током и наблюдали, как она парила в воздухе.

— Умный туалет может контролировать **состояние** сердца, кровяное давление и быстро анализировать вещества, выделяемые человеком. В нём даже есть датчик анального отпечатка. 

Без этой информации мы бы не прожили! 

@bugnotfeature",1
"**Вышел новый тизер «Киберслава»! **Это тот самый древнеславянский киберпанк,** **который анонсировали ещё в 2018 году. 

За работу над ним взялись Evil Pirate Studio и Кинопоиск. Сериал выйдет **в 2024 году. **

Ждём годноту. 

@bugnotfeature",1
"**Вышла бесплатная замена нашумевшей нейронки HeyGen. **Клонировать голос на другой язык можно из трех секунд речи. 

Кидаем аудио референс, пишем **текст для озвучки** и выбираем язык, на котором нужно его произнести. Доступен английский, русский и многие другие, а главное — число генераций не ограничено. 

Попробовать можно [тут.](https://huggingface.co/spaces/coqui/xtts)  

@bugnotfeature",1
"Яндекс Браузер теперь [умеет](https://habr.com/ru/companies/yandex/articles/758782/) создавать** субтитры для любых русскоязычных видео**. Даже если изначально такой возможности в онлайн-плеере нет. Есть возможность настраивать размер шрифта и прозрачность фона.

Теперь можно смотреть без звука любой видос — **в соцсетях, на сайтах и даже в облаке**. Поможет новая функция и людям с нарушением слуха. Пока работает только с русским, но скоро появятся и другие языки.

Генерация работает в Яндекс Браузере для Windows и Linux. В macOS функцию добавят до конца сентября. 

@bugnotfeature",1
"**Как контролировать ракурсы в Midjourney.** Просто добавьте в промт нужный угол камеры — получится огненное изображение. 

Сохраняйте шпаргалку: 

`Macro` — Макро
`Close-up` — Крупный план
`Wide Angle` — Широкий угол
`Diagonal Angle` — Диагональный ракурс   
`Aerial` — Снимок с воздуха 
`High Angle` — Снимок сверху
`Low Angle` — Снимок снизу
`Oblique Angle` — Снимок под наклоном 

@bugnotfeature",1
"Нейронка **GigaChat** теперь запускается прямо в [Telegram-боте.](https://t.me/gigachat_bot) Это та самая модель от Сбера, которая легко конкурирует с любым доступным генеративным ИИ.

Что умеет: **отвечать на вопросы, писать тексты** или переписывать их простыми словами, **создавать картинки** по вашему запросу, создавать планы и многое другое. И всё это **бесплатно**.

А еще ее можно добавить в рабочий чат, где Giga будет выполнять те же функции, что и в личном чате. Пользуемся ботом [здесь.](https://t.me/gigachat_bot)

@bugnotfeature",1
"Нам никогда не стать таким же счастливым, как он.

@bugnotfeature",1
"Отличный способ вкатиться в профессию с хорошей зарплатой и большим количеством творческих задач — стать **дизайнером интерьера**. По данным Работа.Ру они получают от **82 тысячи рублей **в России и востребованы практически в любой стране мира.

Набор абитуриентов на эту специальность открыл российский лицензированный онлайн-институт дизайна [Vill](https://salebot.site/0fc59c4ee447a59f1b432001c8646051_1?utm_source=telegram&utm_medium=posev&utm_campaign=blog&utm_content=photoshop_hack&utm_term=rabota). Обучаться будете на практике: создадите **портфолио из 20+ работ **и получите** 3 профессии**: дизайнер интерьера, организатор пространства и хоумстейджер. 

В финале обучения вам выдадут **международный диплом с аккредитацией европейского вуза**, а первые 30 абитуриентов могут получить грант до **40 тысяч рублей**.

Становимся дизайнером интерьера [здесь](https://salebot.site/0fc59c4ee447a59f1b432001c8646051_1?utm_source=telegram&utm_medium=posev&utm_campaign=blog&utm_content=bugnotfeature&utm_term=dohod_82k_di).

@bugnotfeature",1
"Генерируем **изображения в стиле студии Ghibli** в Midjourney. Особенно актуально перед выходом последнего фильма великого Хаяо Миядзаки.

Пишем:

`Retro Ghibli scene, [описание сцены], minimal shading, bold, lined, 2D, flat, low detail, animated film pioneer --ar 3:2 --style raw --c 20`

В описании сцены прописываем всё, что угодно: каким будет пейзаж, будут ли люди в кадре и так далее.

@bugnotfeature",1
"Тот самый удар из **«Убить Билла»** добавили в Mortal Kombat 1.

Теперь ждём скин Невесты.

@bugnotfeature",1
"Айтишник в Москве сливал **данные компании-разработчика дронов на Github**. Прямо с рабочего компьютера.
**
**36-летний Евгений работал на АО «Кронштадт» — разработчика и производителя ПО и оборудования для беспилотников. Кроме данных о ПО, он **публиковал пароли от учётных записей коллег**.

Возбуждено уголовное дело, программист может отправиться за решётку на 8 лет.

@bugnotfeature",1
"⚡️ **МегаФон первым в России объединил смартфон и умные часы одним номером**

✔️Да, **дни, когда при разряженном телефоне умные часы превращались в тыкву, — в прошлом.** Больше не нужно заводить дополнительную симку или постоянно синхронизировать часы со смартфоном.

Теперь часы могут жить сами по себе, сохраняя всю функциональность: принимать и совершать звонки, отправлять сообщения, использовать мобильный интернет.

Как? **Мы объединили одним номером смартфон и умные часы c eSIM.** Тариф и пакет услуг при этом один для всех. Подключить услугу можно в салонах МегаФона.

На первом этапе проекта она доступна в Туле, Пензе, Чебоксарах, Орле и Саратове, но постепенно будет запускаться и в других регионах страны📶",1
"**«Ножницы» на Windows смогут распознавать текст **и его тут же можно скопировать. Функция появится в одном из будущих обновлений** Windows 11**.

Сначала к Paint нейросети прикрутили, теперь это — стандартные утилиты Windows** перестают быть бесполезными**.

@bugnotfeature",1
"Парадокс айтишной зарплаты.

@bugnotfeature",1
"**ИИ соберет портфолио вашей мечты.** Contra выпустила новый полезный инструмент — на основе ваших ответов он создаст кастомный профиль. 

Просто **выбираем должность,** скиллы, город, описание и получаем готовое портфолио. В него можно в один клик перенести **все кейсы,** изучать аналитику, получать выплаты и хранить контракты. 

Фрилансеры, ловите — [тут.](https://contra.com/portfolios) 

@bugnotfeature",1
"**Учёные вылечили акне с помощью нанотехнологий.** У извечной проблемы наконец [нашлось](https://www.nanowerk.com/nanotechnology-news2/newsid=63630.php) достойное решение — мягкие наночастицы доставили антибиотик в эпицентр акне. 

Эта технология оказалась в **100 раз эффективнее,** чем другие методы. Пока её протестировали только на коже свиных ушей, но планируют скоро испытать на людях. 
**
**Лечение акне теперь может стать ещё легче. 

@bugnotfeature",1
"Та самая рыба из «Спанч-Боба» теперь делает **репортажи о реальных новостях. **Спасибо нейросетям! 

Такие новости мы смотрим. 

@bugnotfeature",1
"**Революция в создании 3D-контента** — сервис MeshyAI генерирует реалистичные текстуры в два клика. Достаточно загрузить любую **трехмерную** модель и написать, как она должна выглядеть в игре.

Нейронка нарисует и добавит нужные текстуры, которые можно сразу же **отредактировать** промтом. Также сервис умеет превращать обычные фотки в 3D-объекты — они уже готовы к загрузке в игру. 

Попробовать можно [тут.](https://www.meshy.ai/) 

@bugnotfeature",1
"**У Принцессы Пич из «Супер Марио» теперь будет своя игра** — [вышел](https://youtu.be/qfj6ZEpf78g) первый трейлер. Персонаж детства попробует себя в разных профессиях, включая детектива и мушкетёра.

Выйдет **22 марта** 2024 года на Nintendo Switch.

@bugnotfeature",1
"Парень заметил косяк создателей экранизации One Piece **и тут же его исправил**. Теперь можно смотреть.

Мы дожили до момента, когда пользователи не только допиливают модами сломанные игры, но и **доделывают работу за Netflix**.

@bugnotfeature",1
"**Угадаете стоимость авто — получите промокод.** У Авито Оценки вышла новая игра, в которой нужно угадать актуальную цену автомобиля по нескольким критериям (год выпуска, объём двигателя и так далее). 

Заодно можно узнать, как работает инструмент и как формируется **вилка** актуальной цены на авто. В конце игры ваше предположение сравнится с реальной вилкой стоимости. 

Если угадаете — получите промокод на скидку отчёта Автотеки по проверке авто. Играем [тут](https://bit.ly/3rfQQ9h).

 @bugnotfeature",1
"**iPhone 15 за три миллиона **рублей уже можно предзаказать. Модель **«Богатая Россия»** с 18-каратным золотом, тремя бриллиантами и российским гербом продаёт Caviar.

Есть ещё вариант для нищебродов всего за **539 тысяч рублей**, но это не наш выбор.

@bugnotfeature",1
"Нейросеть **заменит сценариста для видеороликов**. Maekersuite обучена на самых популярных видосах из **YouTube и TikTok** и может написать такой же скрипт.

Просто пишете, о чём будет ваше видео: например «введение в основы Python» или «рассказ о достопримечательностях Бали» и получаете** готовый сценарий**. Чем больше подробностей сообщите в запросе, тем лучше он будет.

Лучше всего работает на английском, но можно перевести текст на русский. Упрощаем себе жизнь видеоблогера [здесь](https://maekersuite.com/).

 @bugnotfeature",1
"Салфетка Polishing Cloth за $19 получила официальную поддержку **iPhone 15**. 

Ух, у яблочников от сердца отлегло.

 @bugnotfeature",1
"Показали первые скриншоты **ремейка Resident Evil 4 на iPhone**. Выйдет только на Pro версии.

Выглядит впечатляюще, кажется Switch и Steam Deck придётся подвинуться.

@bugnofeature",1
"**Нейросеть автоматически генерирует пошаговые инструкции.** Чтобы не мучаться с составлением гайдов, просто закиньте ссылки, текст и запись экрана. 

Сервис BentoAI составит из них **удобное руководство** с понятными скриншотами, надписями и действиями. Теперь объяснить маме, как записаться к врачу на «Госуслугах», можно за две минуты. 

Незаменимый ИИ в один клик генерирует нужные инструкции — [тут.](https://www.trybento.co/products/bentoai) 

@bugnotfeature",1
"**Авторы сериала «One Piece» от Netflix собираются выпустить 12 сезонов.** На вопрос, не много ли, продюсеры ответили, что оригинальная манга слишком объёмная.

В ней больше тысячи глав, поэтому лайв-экшен-адаптация может затянуться **на много лет.** Сценарий второго сезона уже готов, но производству мешают забастовки.

Ждём или нет? 

@bugnotfeature",1
"Больше 8 тысяч заявок подали игровые студии и айтишники на** тестирование нового движка Nau Engine.** Этот движок могут использовать разработчики любых уровней квалификации — для создания проектов под ПК, мобильные платформы и веб. 

В отличие от Unity, который недавно изменил ценовую политику, Nau Engine — **бесплатный проект** с открытым исходным кодом. В конце 2023 года участники закрытого бета-теста уже смогут использовать движок в своей работе. 

Ещё им станут доступны **инструменты для интеграции** с различными платформами и создания метасистем игры. Среди них — контентные обновления, сезоны, сообщества и лидерборды.

@bugnotfeature",1
"**Разработчики Stable Diffusion выпустили мощный генератор музыки. **Достаточно дать описание трека, чтобы ИИ сочинил мелодию и звуковые эффекты. 

Зацените пример выше — получается **правдоподобно,** а интерфейс максимально удобный. Бесплатно дают генерировать 20 треков в месяц по 45 секунд. 

Попробовать — [тут.](https://www.stableaudio.com/) 

@bugnotfeature",1
"**Horizon Forbidden West скоро выйдет на ПК. **Об этом сообщил проверенный инсайдер, который ещё не промахивался со своими заявлениями. 

**Эксклюзив PS5** появится в Steam и Epic Games Store сразу с DLC. Релиз планируется до октября 2023 года, но точная дата пока неизвестна. 

Исследовать самый красивый постапокалипсис** **скоро можно будет на ПК.

@bugnotfeature",1
"Начать карьеру в IT без опыта и знаний **можно**. Но нужно делать это грамотно. Один из способов — учёба в Яндекс Практикуме. Студенты получают **не только знания, но и консультации по поиску работы и предложения от работодателей**.

Только за 2023 год для студентов были доступны 850 партнёрских вакансий. А всего **нашли работу 10 тысяч выпускников**.

Обучаемся и устраиваемся [здесь](https://bit.ly/3qOe6Lh).

Реклама. Рекламодатель ООО ""Яндекс""  ИНН 7736207543",1
"**Обычный день в Мексике: в парламенте показали останки инопланетян.** Во время слушаний по НЛО журналист-уфолог [представил](https://abc7.com/mexico-aliens-corpses-ufos/13776957/) мумифицированные останки двух инопланетных существ. 

Их нашли в Перу шесть лет назад. Радиоуглеродный анализ останков якобы установил, что им **от 700 до 1800 лет.** В одном из тел даже обнаружили яйца. 

Не удивимся, если этих «пришельцев» просто сделали на Хэллоуин. 

@bugnotfeature",1
"**Adobe Premiere Pro научился удалять шумы и лишние паузы.** В редакторе [появился](https://www.theverge.com/2023/9/13/23871459/adobe-premiere-pro-after-effects-updates-video-audio-apps) ползунок — им можно регулировать уровень шумоподавления.

Ещё ИИ автоматически ищет и убирает **звуки-паразиты** в видео, вроде «ааа» и «эмм». По сути, это обновление разом убило тысячи плагинов. 

Пока доступно в бета-версии, а полноценный запуск планируется в этом году.

@bugnotfeature",1
"Эксклюзивные кадры из Apple — как создавали iPhone 15.

@bugnotfeature",1
"**В Яндекс Картах и Навигаторе **[**появилось](https://rozetked.me/news/30506-v-yandeks-kartah-i-navigatore-novyy-sposob-uluchshit-opredelenie-geolokacii-kak-vklyuchit)**** новое решение, как улучшить расчёт геолокации в Москве.

**Для этого нужно настроить более частое сканирование точек доступа Wi-Fi в режиме для разработчиков (подробная [инструкция здесь](https://yandex.ru/project/maps/wifi-throttling)). Тогда смартфон будет искать Wi-Fi споты раз в 2-3 секунды, а не два раза в минуту, как по умолчанию. Так сбои GPS будут меньше влиять на навигацию.

Работает только на смартфонах с Android, кроме Huawei и Honor.

@bugnotfeature",1
"Подсказки для онлайн-собеседований и созвонов — на вашем экране. Сервис **TalkEze **поможет читать** заметки **или полный текст презентации незаметно для слушателя.

**Работает как суфлёр** и не проявляется во время трансляции экрана. Подойдёт для удалённого экзамена или для отчёта перед боссом.

Есть** бесплатная версия **с лимитами. Пробуем [здесь](https://gemoo.com/tools/speaker-notes).

@bugnotfeature",1
"Вышел трейлер **«Бременских музыкантов»**. Животные выглядят жутко, но проект внезапно не кажется провальным. 

На главной роли майор Гром **Тихон Жизневский**, сыщика сыграл **Хабенский**, а короля — **Бурунов**.

Местами это даже похоже на «Ведьмака». Как минимум любопытно, ждём 1 января.

@bugnotfeature",1
"С момента появления умного дома в 1999 году **роботы-пылесосы, умные розетки и холодильники** из области научной фантастики перешли в повседневность.

О том, как это произошло и как голосовые помощники стали «сердцем» умного дома, можно узнать из сегодняшнего выпуска рассылки **«Технописьма Яндекса»**. В ней эксперты простым языком рассказывают о **современных тенденциях в мире технологий**. 

Подписаться можно [здесь.](https://techno.yandex.ru/)

@bugnotfeature",1
"«Я почувствовал боевой дух и **ебучую действительность».** 

Кажется, в Северной Корее теперь расстреляют переводчика Ким Чен Ына и поменяют его на нейросеть [HeyGen.

](https://t.me/whackdoor/5955)@bugnotfeature",1
"LEGO выпустил **огромный** космический корабль из мультсериала «Звёздные войны: Войны клонов», которому исполнилось 20 лет. В комплекте — 5374!

Собранный Venator-Class Republic Attack Cruiser целых 32 см в высоту, 54 в ширину и 109 см в длину. Да, больше метра. В продаже **с 4 октября**, у официалов будет стоить $649,99, у российских перекупщиков — бесконечно много.

@bugnotfeature",1
"Главный финт Apple, который не озвучили на презентации — в обычных iPhone 15 разъём USB-C **ограничен скоростью USB 2.0**. Это уже древний стандарт — до 480 Мбит/с, как у старого Lightning. Скорость USB 3.0, до 10 Гбит/с поддерживают **только разъёмы iPhone 15 Pro.**

И это ещё не всё. Для достижения скорости USB 3.0 **нужен кабель Thunderbolt**. А он не идёт в комплекте. Покупайте отдельно за $70 или 1,8-метровый за $130. Китайские используйте на свой страх и риск.

Сам телефон в коробку пока ещё кладут.

@bugnotfeature",1
"Новые iPhone уже можно предзаказать в России. За Pro Max просят **225 тысяч рублей **— больше $2300.

Бежим в банк за кредитом.

@bugnotfeature",1
"Сегодня отмечается **День программиста**. Поздравляем знакомых джунов, мидлов и синьоров.

@bugnotfeature",1
"Как мы будем готовиться к запуску больших видеоигр на новом iPhone 15 Pro.

@bugnotfeature",1
"Спасибо Тиму Куку за ретрейсинг на айфонах — в судоку будем рубиться только так. 

@bugnotfeature",1
"Тим Кук устроил вечеринку после того, как за год добавил несколько изменений в новый iPhone:

@bugnotfeature",1
"Вы пропустили самое важное: Apple [выпустили](https://www.apple.com/shop/product/MUQX3AM/A/usb-c-to-lightning-adapter) переходник с **Lightning** на **USB-C. 

**Цена —** **аж 29 долларов! Дешевле будет купить новую зарядку. 

@bugnotfeature",1
"**На этом презентация Apple завершилась. **Подытожим главное:

• Type C наконец-то во всех новых устройствах, включая AirPods Pro 2. 
• Во всех новых айфонах будет **Dynamic Island. 
**• Apple** **Watch Series 9 поддерживают жесты для управления. 
• В iPhone 15 Pro появился **RTX** — теперь в мобильных играх будет реалистичный свет и отражения. 
• Как обычно, чип, камеру и портретную съемку сделали ещё круче. 
 
@bugnotfeature",1
"**Вот и цены** — они не изменились. В продаже с 22 сентября. 

Ждём в России в два раза дороже. 

@bugnotfeature",1
"Ещё iPhone 15 Pro умеет **снимать 3D-видосы** для Apple Vision Pro. Их можно смотреть в формате 360 градусов с глубиной и перспективой. 

«Черное зеркало»! 

@bugnotfeature",1
"Впервые в истории на iPhone 15 Pro и Pro Max **одновременно** выйдут большие консольные игры.   

Death Stranding, Resident Evil 4, Resident Evil: Village и последний Assassins's Creed релизнут до конца года. 

@bugnotfeature",1
"Шок: iPhone 15 Pro поддерживает **Ray Tracing.** Наглядное сравнение на видосе. 

Мобильный гейминг вышел на новый уровень. 

@bugnotfeature",1
"iPhone 15 Pro **из титана. **

Переключатель режимов звука стал «умной кнопкой» — её можно настроить на удобное действие.

@bugnotfeature",1
"Кратко о новых** iPhone 15:

• **Яркость экрана в два раза больше
• Пять цветов корпуса
• Основная камера 48 Мп и телеобъектив
• Dynamic island теперь на всех айфонах новой линейки
• Можно менять фокус и глубину на готовых фотках

Цена на iPhone 15 — $799. 
iPhone 15 Plus — $899.

@bugnotfeature",1
"Историческое событие — в iPhone и все продукты Apple добавили USB-C.

@bugnotfeature",1
"Показали и Apple Watch Ultra 2. Цены:

Series 9 от 399 долларов. 
Ultra 2 от 799 долларов. 

В продаже с 22 сентября.

@bugnotfeature",1
"Вся инфа о новых Apple Watch на одной картинке. 

@bugnotfeature",1
"Главная фича новых часов — **распознавание** жестов. 

С помощью Double Tap можно отвечать на звонки и отключать будильник постукиваниями пальцев. 

@bugnotfeature",1
"Началась главная презентация Apple! Первый анонс — **Apple Watch Series 9. **

Быстрее на 30%, теперь в розовом и голубом цветах, а Siri ответит на любые вопросы о вашем здоровье. 

Батареи хватит на весь день. 

@bugnotfeature",1
"**Вышла бесплатная** **замена Runway.** Нейронка от Morph Studio генерирует живописные гифки из текста без ограничений. 

Попробовать — [тут.](https://www.morphstudio.com/) 

@bugnotfeature",1
"**Мамба провела опрос среди тысячи айтишников в поисках пары** и собрала любопытную статистику. Теперь мы знаем, какие девушки нравятся айтишникам, как часто они ходят на свидания и где знакомятся. 

Очень часто они выбирают **рыжих дам **обычного телосложения, а профессия не имеет значения. Зато отмечают, что важна неконфликтность (52%), совпадение интересов (42%) и только на третьем месте внешность. Оказалось, что в среднем на первое свидание айтишники готовы потратить от 3500 рублей. 

Но есть такие 10%, которые считают, что **10 тысяч** — тоже оптимальная сумма. Им абсолютно все равно, как профессия у девушки, главное, чтоб не бьюти-блогерка (такие нравятся 1%). Ходят на свидания айтишники очень редко, так ответило 46%. Ищут пару они в **приложениях для знакомств** (78%). 

Получить промокод от Мамбы на 14 дней VIP для всех новых пользователей можно [тут.](https://mamba.onelink.me/nlqB/ITResearch?erid=Kra23gKvs) 

Реклама. АО МАМБА ИНН 7714548885",1
"**Однажды в Москве Илон Маск потерял сознание после нескольких рюмок водки. **Это произошло** **прямо на встрече, где он обсуждал закупку ракет с российскими бизнесменами. 

По дороге в Россию Маск ещё заехал в Париж на тусовку, **там перебрал,** и поэтому в Москве вдвойне мучился от похмелья. Звучит как бред, но это [отрывок](https://www.businessinsider.com/elon-musk-passed-out-meeting-after-shots-of-vodka-hangover-2023-9) из новой книги от самого известного** **биографа Уолтера Айзексона. 

Похождения самого богатого человека в мире точно станут **бестселлером.** А Илон может удивить! 

@bugnotfeature",1
"Все вакансии в области искуственного интеллекта — **на одном сервисе**. Сайт собирает объявления на крупных зарубежных сайтах по поиску работы и выкладывает самые высокооплачиваемые.

Варианты различные: можно устроиться** как инженером, так и продактом** или аккаунт-менеджером, если не в ладах с кодом. География тоже широкая: Сан-Франциско, Берлин, Мексика и так далее.

Находим работу мечты за границей [здесь](https://workinai.xyz/).

@bugnotfeature",1
"iPhone 15, девятые Apple Watch, iPad 11 Pro и новые AirPods** могут представить уже сегодня.** Ежегодная конференция пройдёт 12 сентября в 20:00 по МСК — обещают показать много интересных техно-новинок. 

Судя по слухам, нововведений в сравнении с iPhone 14 **ожидается немало. **Модели iPhone 15 наконец перейдут с Lightning на USB-C, вместо зум-камер появятся камеры перископического типа, а рамки экрана станут ещё более тонкими.

Проверить, совпадут ли утечки, можно будет на официальной онлайн-трансляции в [YouTube.](https://www.youtube.com/watch?v=ZiP1l7jlIIA) А в **Яндекс Браузере** доступна русскоязычная озвучка от нейросетей — работает даже в прямом эфире. 

@bugnotfeature",1
"iPhone 15 ещё не вышел, а пользователи уже мечтают о том, какие приложения будут на него ставить.

@bugnotfeature",1
"Слили геймплей долгожданной **Assasin’s Creed Mirage**. Целых 13 минут, есть небольшие спойлеры. Судя по всему, нас ждёт что-то среднее между первыми и последними частями.

В видео показывают стелс, катсцены из начала игры, несколько убийств и **Багдад с высоты птичьего полёта**. Игра выйдет 5 октября.

@bugnotfeature",1
"«Атака титанов» — всё. Вышел трейлер **финального эпизода** саги, которая длилась 10 лет.

Выйдет **4 ноября**. Успеете посмотреть все сезоны.

@bugnotfeature",1
"**Сервис разберёт ваши скриншоты**, вытащит из них текст, таблицы, сделает саммари — всё, что угодно. Незаменимая штука для тех, кто часто делает скрины на сайтах и работает с ними.

Работает **на базе GPT-4 **— то есть вытащенный текст или таблицу можно сразу изменить, переписать и улучшить.

Забираем [здесь](https://www.trickle.so/).

@bugnotfeature",1
"Важнейший мод для Starfield, срочно [качать](https://www.nexusmods.com/starfield/mods/1796?tab=posts) всем. Он **исправляет неправильно записанную формулу кофеина**.

Кажется, даже самые внимательные не сразу заметят разницу.

@bugnotfeature",1
"Идеальный сетап для «ещё одной катки перед сном».

@bugnotfeature",1
"**Топ-10 бесплатных курсов Стэнфорда. **Можно учиться в одном из лучших универов мира онлайн и даже не платить за это деньги.

Забираем для **практики** в свободное время. Сохраняйте! 

• Computer Science с [нуля.](https://www.edx.org/learn/computer-science/stanford-university-computer-science-101) 

• [Старт](https://www.udacity.com/course/intro-to-artificial-intelligence--cs271) в ИИ: основы и применения. 

• ИИ для [робототехники:](https://www.udacity.com/course/artificial-intelligence-for-robotics--cs373) как программировать автопилоты. 

• Введение в [Python.](https://www.udacity.com/course/introduction-to-python--ud1110) 

• Введение в машинное [обучение.](https://www.udacity.com/course/intro-to-machine-learning--ud120) 

• Как построить успешную [карьеру.](https://www.edx.org/learn/career-development/stanford-university-designing-your-career) 

• [Курс](https://www.edx.org/learn/relational-databases/stanford-university-databases-relational-databases-and-sql) по базам данных и SQL. 

• Основы [кодинга](https://www.edx.org/learn/r-programming/stanford-university-r-programming-fundamentals) на R. 

• Статистическое [моделирование](https://www.edx.org/learn/statistics/stanford-university-statistical-learning) и наука о данных. 

• Программирование на [Max MSP](https://www.kadenze.com/courses/max-msp-programming-course-structuring-interactive-software-for-digital-arts/info) для создания программ за пару минут. 

@bugnotfeature",1
"Власти Калифорнии подали иск против пятёрки крупнейших нефтяных компаний мира: Mobil, Shell, BP, ConocoPhilips и Chevron. На них возлагают вину за климатический кризис и обман общественности о влиянии топлива на экологию. Администрация штата требует, чтобы за счёт ответчиков был создан фонд для компенсации потерь от стихийных бедствий, которые вызвало изменение климата. Речь идёт о возмещении убытков только Калифорнии. @bankoffo",2
"Цены на зерно упали в два раза по сравнению с пиковыми показателями после февраля 2022 года. В России отмечается второй урожайный год подряд, что обеспечивает ей рекордные поставки на глобальном рынке. Bloomberg ожидает, что в 2023–2024 годах Россия будет крупнейшим экспортёром зерна в мире. @bankoffo",2
"В Сочи женщина арендовала целый пляж, чтобы провести отдых в гордом одиночестве. @bankoffo",2
"Правительство вернуло коронавирусные ограничения в своём здании на Краснопресненской набережной. По данным РБК, это связано с ростом заболеваемости ОРВИ, гриппом и COVID-19. Сотрудникам и посетителям придётся соблюдать масочный режим и минимизировать количество личных контактов. Чиновникам также рекомендовали сократить число командировок по России и за рубеж. @bankoffo",2
"В школы Франции предложили вернуть уроки кулинарии из-за высокой продовольственной инфляции. По мнению чиновников, это поможет снизить нагрузку на бюджет семей учащихся. @bankoffo",2
"C WhatsApp в России «всё будет хорошо», заявил глава Минцифры Максут Шадаев. @bankoffo",2
"С 17 сентября Польша присоединится к странам, которые запретили въезд автомобилям с российскими номерами на свою территорию. Сейчас ограничение действует в Эстонии, Финляндии, Литве и Латвии.",2
"В Южной Корее примут закон, который запретит есть собак. До этого властям препятствовали владельцы ресторанов, которые все ещё подают собачье мясо. @bankoffo",2
"Российские танкеры без ледяного класса создали угрозу разлива нефти в Арктике. По информации Financial Times, Россия впервые разрешила таким кораблям перевозить нефть по Северному морскому пути, одному из самых опасных ледовых маршрутов планеты. Танкеры, не приспособленные для прохода через арктические льды, имеют повышенный риск попадания в аварию и не смогут реагировать на внештатные ситуации. @bankoffo",2
Новый iPhone 15 не планируют покупать 93% россиян — исследование. @bankoffo,2
"С 1 октября в России вырастут цены на бургеры. ФНС увеличивает НДС при продаже сэндвичей, включая гамбургеры, чизбургеры и их аналоги, с 10 до 20%. @bankoffo",2
